,Title,Abstract,Keywords,eia
607,Overall life cycle comprehensive assessment of pneumatic and electric actuator,"Pneumatic actuators and electric actuators have almost been applied to all manufacturing industries. The two kinds of actuators can replace each other in most fields, such as the point to point transmission occasion and some rotating occasions. However, there are very few research results about the advantages and disadvantages of two kinds of actuators under the same working conditions so far. In this paper, a novel comprehensive assessment method, named as overall life cycle comprehensive assessment (OLCCA), is proposed for comparison and assessment of pneumatic and electric actuators. OLCCA contains mechanical properties evaluation (MPE), life cycle cost analysis based on users (LCCABOU) and life cycle environmental impact analysis (LCEIA) algorithm in order to solve three difficult problems: mechanical properties assessment, cost analysis and environmental impact assessment about actuators. The mechanical properties evaluation of actuators is a multi-objective optimization problem. The fuzzy data quantification and information entropy methods are combined to establish MPE algorithm of actuators. Two kinds of pneumatic actuators and electric actuators with similar bearing capacity and similar work stroke were taken for example to verify the correctness of MPE algorithm. The case study of MPE algorithm for actuators verified its correctness. LCCABOU for actuators is also set up. Considering cost complex structure of pneumatic actuators, public device cost even method (PDCEM) is firstly presented to solve cost division of public devices such as compressors, aftercooler, receivers, etc. LCCABOU method is also effective and verified by the three groups of pneumatic actuators and electric actuators. Finally, LCEIA model of actuators is established for the environmental impact assessment of actuators. LCEIA data collection method and model establishment procedure for actuators are also put forward. With Simapro 7, LCEIA comparison results of six actuators can be obtained: Fossil fuels are the major environmental factor of pneumatic and electric actuators; Environmental impact of electric actuator is large than one of pneumatic actuator under the similar mechanical properties and working conditions of pneumatic and electric actuators. The results are correct and correspond with the actual mechanical properties of actuators. This paper proposes a comprehensive evaluation method of the actuators, which can solve the critical problem that similar electromechanical products are very difficult to be compared with each other from the angle of performance, cost and environment impact. © Chinese Mechanical Engineering Society and Springer-Verlag Berlin Heidelberg 2014.", Actuator; Life cycle assessment; Life cycle cost; Mechanical properties evaluation; Public device cost even method,0.0
608,Risk assessment for improved treatment of health considerations in EIA,"Environmental Impact Assessment (EIA) and Risk Assessment (RA) processes are rarely used to complement each other despite potential benefits of such integration. This paper proposes a model for procedural and methodological integration of EIA and RA based on reported best practice approaches. The proposed model stipulates 'embedding' RA into EIA and is organized in accordance with the generic stages of the EIA process. The model forms the basis for the proposed Evaluation Package which can be used as a benchmarking tool for evaluating the effectiveness of integration of RA within particular EIAs. The current paper uses the package for evaluating seven Environmental Impact Statements (EISs) of waste incineration facilities in the UK produced between 1990 and 2000. Though RA was found to be an element of these EIAs, its prominence varied considerably from case to case. Systematic application of RA in accordance with the best practice was not observed. Particular omissions were demonstrated in assessing health impacts not directly associated with air emissions, identifying the receptors of health impacts (affected population), interpreting health impacts as health risks, dealing with uncertainties, and risk communications. © 2004 Elsevier Inc. All rights reserved.", EIS review; Environmental health impacts; Environmental Impact Assessment; Risk Assessment; Waste incinerators,1.0
609,Risk analysis within environmental impact assessment of proposed construction activity,"Environmental impact assessment is an important process, prior to approval of the investment plan, providing a detailed examination of the likely and foreseeable impacts of proposed construction activity on the environment. The objective of this paper is to develop a specific methodology for the analysis and evaluation of environmental impacts of selected constructions – flood protection structures using risk analysis methods. The application of methodology designed for the process of environmental impact assessment will develop assumptions for further improvements or more effective implementation and performance of this process. The main objective of the paper is to improve the implementation of the environmental impact assessment process. Through the use of risk analysis methods in environmental impact assessment process, the set objective has been achieved. © 2016 Elsevier Inc.", Environmental impact assessment; Flood protection structures; Optimal alternative; Risk analysis; Risk parameters,1.0
610,"Environmental impact assessment of a residential cum commercial complex project in Dubai, United Arab Emirates","Environmental Impact Assessment (EIA) is a scientific management tool that evaluates the net positive or negative environmental impacts of development projects and enables decision making to foster sustainable development. An EIA of a proposed large-scale construction project covering an area of 0.41 million square meters located in Dubai, United Arab Emirates was conducted. The project proposes the development of residential apartments and townhouses, commercial spaces, and public parks apart from other utilities. The site is surrounded by hospitals and residential settlements within a 5 km radius and mandates an EIA as per the norms of the Government of United Arab Emirates. This paper provides the project description and outlines the screening and scoping process for EIA. The environmental components that may be affected by the development activity were identified and the baseline for them was outlined. A qualitative EIA highlights the likely impacts of the project on the environmental components during the construction and operational phases. This work will set the basis for a detailed quantitative analysis and the proposal of effective mitigation measures. © 2018, Institute of Advanced Scientific Research, Inc. All rights reserved.", Construction Projects; Dubai; EIA; Environmental Impact Assessment; UAE,1.0
611,"Environmental impact assessment in Queensland, Australia: A governmental massacre!","This article is intended to show that the effectiveness of the environmental impact assessment (EIA) process rests with governmental intentions to mould credible and productive terms of reference. To illustrate the strategy of the Queensland government that massacred the efficacy of EIA, examples gleaned from typical Queensland government practice were used. They focus on problems pervading the issue identification (scoping) process, language use, accountability, timing and product credibility. (Non)accountability in the terms of reference means that there can never be a claim of environmental impact statement validity. Some pointers are given as to how to undertake the public-sector role in the EIA process. © 1998 Taylor & Francis Group, LLC.", Australia; Environmental impact assessment; Terms of reference,1.0
612,Environmental impact assessment model of overall land-use planning based on BP artificial neural network,"In view of the problems existing in the evaluation methods of land overall planning, such as excessive evaluation error and large root mean square error, this paper proposes to design an effective environmental impact assessment model for land overall planning. The influence of social, economic and ecological environment in the overall land planning was analysed to build the environmental impact index system of the overall land planning. GRNN was used to screen the indexes with different degrees of influence, MIV was introduced to screen the index values, and rank correlation coefficient among the indexes was controlled. The indexes obtained after screening were input into BP artificial neural network to build an environmental impact assessment model of overall land planning. The experimental show that the mean absolute error is about 1.6%, and minimum root-mean-square error is about 0.01. Copyright © 2021 Inderscience Enterprises Ltd.", BP artificial neural network; Environmental impact assessment model; GRNN network filtering; Index overlap; MIV screening index; Overall planning,1.0
613,Suggestions for integrating EIA and economic development in the Caribbean region,"Conflicts between economic development and fragile natural resources represent a growing problem among the islands of the Caribbean. Relatively simple methods exist to incorporate environmental impact assessment (EIA) into development planning and review. These methods can save scarce financial resources for island nations, increase their control over the development process, and possibly forestall widespread environmental deterioration and its attendant public cost. Island nations have more power as negotiating partners in the development process than is generally realized. This power can be exercised if EIA is integrated into the national planning process, giving ministries a stronger bargaining position when negotiating with development interests. This paper begins with a discussion of the most prevalent environmental concerns in the region, including oil development, water supply, beach erosion and fisheries depletion, and proceeds to discuss practical solutions to improve local control over economic development and environmental resource management. A hypothetical case study is used to illustrate major obstacles to effective integration of economic development and EIA. Recommendations are included to advance the state-of-the-art of EIA using joint fact-finding, expanding participation in EIA, evaluating cumulative impacts and project alternatives, and conducting post-projecting monitoring. © 1988.", ,1.0
614,Forecasting river water temperature time series using a wavelet–neural network hybrid modelling approach,"Accurate and reliable water temperature forecasting models can help in environmental impact assessment as well as in effective fisheries management in river systems. In this paper, a hybrid model that couples discrete wavelet transforms (WT) and artificial neural networks (ANN) is proposed for forecasting water temperature. Four mother wavelets, including Daubechies, Symlet, discrete Meyer and Haar, are considered to develop the WT-ANN hybrid model. The hybrid model is applied to forecast daily water temperature on the Warta River in Poland. Time series of daily water temperatures in eight river gauges as well as daily air temperatures of seven meteorological stations are used for forecasting daily water temperature. The performance of this WT-ANN hybrid model is evaluated by comparing the results with those obtained from linear and non-linear regression models as well as a traditional ANN model. The results show that the WT-ANN models perform well in simulating and forecasting river water temperature time series, and outperform the linear, non-linear and traditional ANN models. The superior performance of the WT-ANN models is particularly observed for extreme weather conditions, such as heat waves and drought. Among the four mother wavelets applied, the discrete Meyer performs the best, slightly better than the Daubechies at level 10 and Symlet, while the Haar mother wavelet has the lowest accuracy. In addition, the model performance improves with an increase in the decomposition level, indicating the importance of the choice of decomposition level. The outcomes of this study have important implications for water temperature forecasting and ecosystem management of rivers. © 2019 Elsevier B.V.", Artificial neural networks; Regression model; Warta River; Water temperature forecasting; Wavelet transform,0.0
615,Improving environmental impact assessment (EIA) process in Malaysia,"Environmental Impact Assessment (EIA) is a planning tool to identify, predict and evaluate potential environmental impacts and mitigation measures in the early stages of proposed projects. Although EIA has been implemented in Malaysia for over 25 years, the EIA practices have yet to achieve the parameters of effective environmental management and sustainable development. Hence, this research aims to improve the EIA process in Malaysia. Three objectives were utilised in this research which are to recognise the fundamentals of EIA process and procedures applied in Malaysia, to analyse the issues in relation to the EIA preparation and submission conducted in Malaysia and to propose a set of recommendations to further improve the current EIA process in Malaysia. Mixed methods approach was embarked composed of qualitative instruments via document review and semi-structured interviews and quantitative instrument utilising questionnaire survey. Key issues on the EIA process in Malaysia were gathered from qualitative data collected. Analysis of data collected resulted to recommendations on the key issues regarding EIA. 25 proposed recommendations to improve the EIA process were contextualised and validated via questionnaire survey. Ergo, this research established an improved EIA process in Malaysia towards sustainable development to ameliorate the EIA practices in Malaysia. © 2016 Penerbit UTM Press. All rights reserved.", Environmental impact assessment (EIA); Malaysian EIA process; Mixed method research; Qualitative research; Quantitative research,1.0
616,An evaluation of ecological impact assessment procedural effectiveness over time,"Environmental Impact Assessment (EIA) is an important tool to help decision-makers balance the environmental impacts of a proposed built development with its potential economic benefits. Used in most countries across the globe, EIA commonly includes an ecological component (Ecological Impact Assessment, or EcIA). However, despite considerable changes in relevant legislation, policy and guidance, there has been no recent review of UK EcIA chapter content, with the latest review having been published in 2000. This study attempts to determine the procedural effectiveness of EcIA chapters over time by comparing a new review of 112 English EcIA chapters from 2000 onwards with earlier reviews. This was achieved through the novel use of inferential statistics, an approach previously lacking in the EIA and EcIA review literature. The limitations and advantages of the use of quantitative methods are discussed. In general, there has been an improvement in the information content of EcIA chapters over time, for example in the percentage of EcIA chapters stating the size of the development and estimating the likely effectiveness of proposed mitigation measures. However, the earlier reviews highlighted such severe information deficiencies that the progress seen in the post-2000 EcIA chapter review still leaves considerable scope for improvement. Changes in the EU's EIA Directive in force since May 2014 (and to be transposed into Member State legislation by May 2017) have the potential to encourage the use of inferential statistics in EIA and EcIA review: the requirement for Member States to provide central access to EIA information should enable representative samples to be analysed. © 2017 Elsevier Ltd", Biodiversity; Ecology; EIA; Environmental statement; Impact assessment; Review,1.0
617,Relevant dimensions for proactive environmental assessment of urban mobility; [Dimensiones relevantes para la evaluación ambiental proactiva de la movilidad urbana],"A reduction of negative environmental impacts in urban transportation (air pollution, energy consumption, etc.) is thought to be crucial in promoting sustainable development outcomes in cities, however evidence shows that this objective is hardly achieved in practice. In the case of urban transport planning, the transition to sustainability requests that its performance must be assessed. This has originated important challenges for the academia in providing efficient assessment tools. As a response to these challenges, sustainability assessment has become a rapidly developing area associated with the family of impact assessment tools ((e.g. Environmental Impact Assessment and Strategic Environmental Assessment). In recent years, many countries have conferred to sustainability assessment, and specifically to Environmental Impact Assessment (EIA), an important and decisive role into their planning systems. The effectiveness of the traditional methods for evaluating urban transport plans/interventions (e.g. EIA, EAE, Cost-Benefit Analysis) is contested as strongly argued by several academics. A key problem is that these methods currently focus too much on identifying environmental impacts that might happen rather than on finding ways of preventing them from happening. They are used reactively rather than proactively. Underlying this is the belief that traditional evaluation methods have difficulty guiding improvements in urban transport plans and projects in decision-making and their capacity to support technical decisions becomes limited. First, this is a consequence of the fact that the environmental assessment (EA) process mainly includes EA-makers and they are not integrated enough in the transport planning process. Second, the used methods not always are the most suitable to identify ways of preventing potential impacts with respect to the particular nature of urban transportation. In seeking to answer these problems, the paper presents a strategy for proactive environmental instruments design. Accordingly to this strategy, EA instruments must fulfil two key criteria: i) be spatial integration-oriented; ii) be performance and threshold-based. The strategy is presented here as a complementary vision to traditional instruments. To illustrate and assess the worth of this strategy, the Environmental Thresholds Values Model ('ETV-model') was developed following these criteria and applied to evaluate alternative plans for a transit corridor in the city of Granada, Spain. This Spanish case is very illustrative of the described problems. The development of ETV-Model and its application to MAG permitted to test the proactive dimension of the EA process with respect to: i) interaction level between EA-makers and transport planners; ii) the Abstraction level of the EA process with respect to traditional EA instruments; iii) the Role of the EA in urban transport planning; The reduction of abstraction level from the evaluation was a highlighted aspect to foster a more holistic dimension during the process. This meant to develop an integrated conceptual framework between the EA-makers and transport planners. The identification of 'mobility environments' in the first stage of the 'ETV-model' was very significant in this respect. Under these geographical units, the involved practitioners not only established the first criteria for the evaluation, but prescriptions on the final design of alternatives were emitted by EA-makers taking into account these spatial references. The estimation of an aggregated environmental performance value was considered by transport planners as an excellent way to obtain comprehensive conclusions, as well as, the adoption of reference values facilitated the understanding of specific environmental problems of alternatives between the two focus groups. Another highlighted aspect during the application of the 'ETV-Model' was the fact that the evaluation had a central role not only during the selection of alternatives, but also to modify the alternative selected in the last phase of the evaluation process. Since the earliest, the outcomes of the model reflected in general that Alternative S.1 had less environmental negative impact than Alternative S.0, although this statement was dependent on the 'mobility environment' considered. During the application of the ETV-model the outcomes were related to dynamics characteristics of urban transportation, covering different temporal periods and including the interaction between EA-makers and transport planners in different workshops/meetings. After analysing the two possible alternatives the decision module of ETV-model through the indicators 'Absorption capacity' and 'Improvement capacity' assessed possible changes to optimize the alternative selected (alternative S.1). The outcomes obtained oriented transport planners to modify the alternative with respect to the number of lines of public transport in the case of 'motorized traffic environment' and 'local and circulation environment', as well as, the walkable areas in the case of 'Local oriented environment'. © 2015, Instituto de Geografia. All rights reserved.", Assessment; Corridor; Light rail transit; Mobility; Proactive; Tresholds,1.0
618,Actors' perceptions of environmental impact assessment (EIA) benefits to fulfil Sweden's national environmental objectives,"Activities that require a permit in Sweden account for a significant part of the environmental impact that jeopardizes the fulfilment of the 16 Swedish National Environmental Quality Objectives (EQOs) set up by the Swedish Parliament. In this study we investigate how the EQOs are perceived as a management tool in the Swedish Environmental Impact Assessment (EIA) process, mainly based on interviews. We have identified several limitations associated with the use of EQOs in EIAs as an effective management tool towards sustainability. These limitations include that the EQOs have a subordinate significance compared with other aspects in the EIA process and that EQOs represent different concepts of sustainability. Furthermore, EQOs have low validity and are set as national objectives, hence separated from the operational level of EIAs. A significant proportion of environmental pressures leading to failure to achieve the EQOs are related to permit requiring activities, hence EIA and the permitting process can be important policy instruments to achieve the Swedish EQOs. Integrating EQOs better into EIAs may facilitate handling of synergies, inconsistencies, and trade-offs between environmental and sectoral objectives. Furthermore, driving forces of environmental problems may be targeted more directly. However, in order for the Swedish EQOs to have a larger impact in the permitting process, the EQO system may need to be adapted, and may also need to be complemented with binding standards or legal norms. Furthermore, clearer guidelines regarding issues to focus on, and necessary templates and documentation may be useful tools to facilitate the process even further. © 2022 Elsevier Inc.", Environmental impact assessment; Environmental objectives; Environmental quality objectives; Management by objectives; Sweden,1.0
619,Ratchet effects revisited: power effects and systematic bias in natural resource management,"Regulatory ratchets arise when governance appears to be effective, but actually masks a steady loss of natural capital. This occurs when biases in environmental impact assessment (EIA) systematically underestimate the true impact of large developments, generated by statistical convention fixing α at 0.05 (Type 1 error or false positive rate; i.e., the probability of concluding that a development will have an impact when there is none) while β, the false negative rate (failing to detect a true impact, or Type 2 error), is often fixed at 0.2. This asymmetry (β > α) generates a higher likelihood of mistakenly permitting development than mistakenly preventing it. Beyond statistical bias in EIA, routine environmental regulations are often ineffective due to low compliance, inadequate thresholds, and broad exemptions, which tend to cryptically institutionalize net loss. Measuring bias and inefficiency of environmental regulation is foundational to correcting regulatory ratchets and identifying pathways towards no net loss. Like net loss from major developments, cumulative net loss from inadequate routine environmental protections also needs to be estimated and offset by active habitat restoration; this should be delivered as a core program of resource management agencies, with the goal of fully integrating the mitigation hierarchy into routine natural resource governance. © 2025 The Author.", bias; cumulative effects; environmenregulation; environmental impact assessment; power effects; Type 1 and Type 2 error,1.0
620,Ethical implications of democratic theory for U.S. public participation in environmental impact assessment,"Traditional mechanisms for public participation in environmental impact assessment under U.S. federal law have been criticized as ineffective and unable to resolve conflict. As these mechanisms are modified and new approaches developed, we argue that participation should be designed and evaluated not only on practical grounds of cost-effectiveness and efficiency, but also on ethical grounds based on democratic ideals. In this paper, we review and synthesize modern democratic theory to develop and justify four ethical principles for public participation: equal opportunity to participate, equal access to information, genuine deliberation, and shared commitment. We then explore several tensions that are inherent in applying these ethical principles to public participation in EIA. We next examine traditional NEPA processes and newer collaborative approaches in light of these principles. Finally, we explore the circumstances that argue for more in-depth participatory processes. While improved EIA participatory processes do not guarantee improved outcomes in environmental management, processes informed by these four ethical principles derived from democratic theory may lead to increased public engagement and satisfaction with government agency decisions. © 2012 Elsevier Inc.", Collaboration; Democratic theory; Ethics; NEPA; Public participation,1.0
621,Environmental benefits of ozonated water for sustainable grapevine disease control: A life cycle and carbon sequestration analysis,"The oxidative capacity of ozone makes it a highly effective biocide, widely used in the food and processing industry, as well as in drinking water plants. In a context of tighter restrictions on the use of synthetic plant protection products at the regulatory level, wineries are looking for alternative methods to control diseases, making the application of ozonated water an option to consider. To determine the environmental sustainability of this alternative vineyard disease control treatment, an environmental impact assessment was conducted using the Life Cycle Assessment (LCA) methodology. The assessment was carried out in a vineyard located in the D.O. Rías Baixas of Galicia, located in northwestern Spain. The analysis was conducted on the basis of two functional units: i) 1 kg of grapes and ii) 1 ha of land managed and using a cradle-to-gate boundary system. Ten impact categories were assessed using the ReCiPe method, except for the water scarcity indicator, which was quantified using AWARE. The environmental sustainability of the vineyard was further analyzed by measuring its carbon sequestration potential to obtain a more complete environmental profile. The RothC-26.3 model was chosen to estimate absolute carbon sequestration and annual sequestration rate from 2020 to 2040. Since the ozone-only scenarios lost all harvest, no environmental assessment was performed for such scenarios. For the remaining scenarios, the findings suggest that those using a combination of ozonated water and fungicides have the worst environmental performance due to notable reductions in grape yield and more frequent disease control interventions, particularly in certain scenarios. When evaluating environmental performance per hectare of land managed, the scenario using ozonated water with a limited number of disease control interventions exhibited the most favorable environmental profile, primarily due to reduced use of fungicides and disease control passes. In addition, the main contributors to the vineyard environmental profile identified were diesel fuel combustion during field operations, fertilizer use and production, and irrigation. In addition, the research indicates that the vineyard sequesters carbon annually, but this alone is insufficient to offset its greenhouse gas emissions. However, it is estimated that through the application of more appropriate soil management practices, the vineyard could achieve carbon neutrality and potentially increase soil carbon stocks over time. © 2024 The Authors", Biodiversity; Carrying capacity; Ecosystem services; Soil organic carbon; Sustainability metric; Wine,0.0
622,Project justification and EIA: Anything goes?,"Environmental Impact Assessment (EIA) incorporates environmental aspects into decision-making, but sometimes it is not effective in rejecting projects with dubious justification, significant impacts and little social utility, especially when they have political support. EIA is expected to achieve sustainable development, but without calling development into question; however, it should be able to ask the question of whether development is really necessary. Although EIA is political, as a part of the decision-making process, politicization must be limited to prevent it from becoming a mere instrument for giving an “environmental veneer” to development. Some measures thar can help avoid unjustified projects are: adopting administrative justice approach to EIA; minimising politicization of EIA agencies; improving transparency in decision-making and proportionality of EIA procedures; carrying out pre-feasibility studies; increasing the scope of SEA; allowing more than one SEA or EIA procedure for the same development throughout the planning process; strengthening the justification of the project in EIA documents; or making the scoping phase mandatory at least for major projects. © 2020 Elsevier Inc.", Environmental impact assessment; Political pressures; Significant impacts; Unjustified projects,1.0
623,Enhancing Hong Kong's climate resilience: Integrating climate change into environmental impact assessment,"Hong Kong's Environmental Impact Assessment (EIA) system currently faces challenges in adequately addressing the pressing issue of climate change, as evidenced by recent extreme weather events. This viewpoint article argues for an urgent reform of Hong Kong's EIA framework, drawing upon a systematic analysis of 76 EIA reports between 2015 and 2024, global best practices, and stakeholder perspectives. The suggested reforms include amending the EIA Ordinance to explicitly mandate climate change assessment, improving technical guidelines, and promoting a comprehensive, science-based, and participatory approach to integrating climate change considerations into EIAs. This article contributes to the ongoing discussion in Hong Kong on whether to incorporate climate change into the EIA system, providing evidence to support this issue and accelerate its entry into the realm of policy formulation and implementation. By implementing the suggested reforms, Hong Kong can transform its EIA system into an effective tool for climate-responsive decision-making and establish itself as a leader in sustainable urban development, providing a model for other coastal cities facing similar challenges in the context of climate change. © 2025 Elsevier Inc.", Climate change; Environmental Impact Assessment; Hong Kong; Resilience,1.0
624,"Environmental impact assessment using a utility-based recursive evidential reasoning approach for structural flood mitigation measures in Metro Manila, Philippines","In recent years, the practice of environmental impact assessment (EIA) has created significant awareness on the role of environmentally sound projects in sustainable development. In view of the recent studies on the effects of climate change, the Philippine government has given high priority to the construction of flood control structures to alleviate the destructive effects of unmitigated floods, especially in highly urbanized areas like Metro Manila. EIA thus, should be carefully and effectively carried out to maximize or optimize the potential benefits that can be derived from structural flood mitigation measures (SFMMs). A utility-based environmental assessment approach may significantly aid flood managers and decision-makers in planning for effective and environmentally sound SFMM projects. This study proposes a utility-based assessment approach using the rapid impact assessment matrix (RIAM) technique, coupled with the evidential reasoning approach, to rationally and systematically evaluate the ecological and socio-economic impacts of 4 planned SFMM projects (i.e. 2 river channel improvements and 2 new open channels) in Metro Manila. Results show that the overall environmental effects of each of the planned SFMM projects are positive, which indicate that the utility of the positive impacts would generally outweigh the negative impacts. The results also imply that the planned river channel improvements will yield higher environmental benefits over the planned open channels. This study was able to present a clear and rational approach in the examination of overall environmental effects of SFMMs, which provides valuable insights that can be used by decision-makers and policy makers to improve the EIA practice and evaluation of projects in the Philippines. © 2013 Elsevier Ltd.", EIA; Evidential reasoning; Metro Manila; Rapid impact assessment matrix; Structural flood mitigation measures,1.0
625,The environmental management of shipping,"The environmental management of shipping requires systematic consideration of the geography of shipping routes, ship types and cargoes, and environments which can form the basis of a classificatory approach to Environmental Impact Assessment (EIA). Beyond this, effective environmental management depends in the first instance upon sound information management including monitoring of the environment, surveillance of shipping and information technology, followed by information assessment including, in particular, risk and environmental impact. The general management dimension includes co-ordination of technical management and organisational aspects related to shipping. It is suggested that effective environmental management of shipping may depend upon a regionalisation of the marine environment for EIA purposes akin to that found in the loadline rules, together with rationalisation of the increasing number of special areas in existence or proposed for this purpose. EIA will have to become an integral part of the overall management system in the shipping industry. © 1995.", ,0.0
626,Environmental impact assessment teaching at the university of São Paulo: Evolving approaches to different needs,"This paper documents the experience of teaching environmental impact assessment (EIA) to undergraduate students at Escola Politécnica, an engineering school in Brazil, where EIA was first introduced as a graduate course in 1990, evolving to be taught as an undergraduate course. Learning objectives, course contents and teaching approaches are described. The courses have always sought to prevent a ""legal trap"" in teaching EIA, i.e. shaping the contents and the approach upon the applicable legal requirements, as it is assumed that, ultimately, EIA is not practiced because of laws, but because society calls for environmentally and socially responsible decision-making. Given the limited literature on EIA education, the paper also hopes to stimulate further reflection and debate on the role of teaching in enhancing environmental assessment practice and in improving its effectiveness and disseminating best practices. © 2010 Imperial College Press.", communicative learning; education; engineering; Environmental impact assessment; skills; teaching,1.0
627,Evidence-based indicator approach to guide preliminary environmental impact assessments of hydropower development,"Global expansion of hydropower resources has increased in recent years to meet growing energy demands and fill worldwide gaps in electricity supply. However, hydropower induces significant environmental impacts on river ecosystems - impacts that are addressed through environmental impact assessment (EIA) processes. The need for effective EIA processes is increasing as environmental regulations are either stressed in developing countries undertaking rapid expansion of hydropower capacity or time- and resource-intensive in developed countries. Part of the challenge in implementing EIAs lies in reaching a consensus among stakeholders regarding the most important environmental factors as the focus of impact studies. To help address this gap, we developed a weight-of-evidence approach (and toolkit) as a preliminary and coarse assessment of the most relevant impacts of hydropower on primary components of the river ecosystem, as identified using river function indicators. Through a science-based questionnaire and predictive model, users identify which environmental indicators may be impacted during hydropower development as well as those indicators that have the highest levels of uncertainty and require further investigation. Furthermore, an assessment tool visualizes inter-dependent indicator relationships, which help formulate hypotheses about causal relationships explored through environmental studies. We apply these tools to four existing hydropower projects and one hypothetical new hydropower project of varying sizes and environmental contexts. We observed consistencies between the output of our tools and the Federal Energy Regulatory Commission licensing process (inclusive of EIAs) but also important differences arising from holistic scientific evaluations (our toolkit) versus regulatory policies. The tools presented herein are aimed at increasing the efficiency of the EIA processes that engender environmental studies without loss of rigor or transparency of rationale necessary for understanding, considering, and mitigating the environmental consequences of hydropower. © 2020 Elsevier Ltd", Dams; Eco-evidence; Environmental indicators; River; Streams; Sustainability protocol,1.0
628,"The role of environmental impact assessment in protecting coastal and marine environments in rapidly developing islands: The case of Bahrain, Arabian Gulf","Bahrain, a group of islands, is facing several environmental challenges, including degradation of coastal and marine environments due to intensive dredging and reclamation activities. Presently, reclamation activities have resulted in adding around 110km2 representing an increase of 14% of the total land area of Bahrain. Recognizing the role of Environmental Impact Assessment (EIA) in protecting environment from degradation and pollution associated with coastal developments, Bahrain formally adopted EIA in its environmental system in 1998. The present study investigated the practice and effectiveness of EIA in protecting coastal and marine environments in Bahrain by reviewing selected EIA reports and soliciting views of EIA experts, consultants, academics and other relevant bodies. Shortcomings in environmental and ecological assessment practices related to coastal and marine developments were recognized and constrains that restrict the effectiveness of EIA in protecting coastal and marine environments in Bahrain were identified. Maintaining a sustainable use of coastal and marine natural resources in Bahrain requires measures to holistically address the interactions among the several dredging and reclamation projects and their additive and cumulative impacts. This could be achieved through enhancing the current practice of EIA process and adopting Strategic Environmental Assessment (SEA) for dredging and reclamation activities. © 2014 Elsevier Ltd.", Bahrain; Coastal development; Dredging; Environmental impact assessment; Reclamation,1.0
629,"Morphological characteristics of an Amazon floodplain lake (Lake Batata, Para State, Brazil)","A bathymetric survey of an Amazon floodplain lake adjacent to the Trombetas River, the Lake Batata (Para State, Brazil) was done in order to characterize the lake morphology. This study serves as a tool for limnological interpretation data and in environmental impact assessment due to the disposal of tailings from bauxite processing. Lake area, volume, shoreline length, maximum effective length and width, shoreline development, maximum, relative and mean depth, volume development and a hypsographic curve were calculated. The lake is submitted to a significant seasonal variation of its surface area and shoreline length. The distribution of maximum effective fetch, at the main body, is coincident with the maximum turbidity values, evidencing the wind effect over the lake. -from Authors", ,1.0
630,Balancing between Two Extremes during Environmental Impact Assessment: a Case Study,"The paper examines how opposing interests (cost effectiveness versus environmental sustainability) are balanced during the environmental impact assessment (EIA) process. During an EIA study, it is the Environmental Specialist’s role to conduct an EIA and bridge the gap between the Proponent and Activists. This study involves the developmental impact of coal transportation through a mangrove forest, a sensitive ecosystem. There are three major areas of disagreement among the Proponent and Activist: (i) overall impact on Sundarbans Mangrove Reserve Forests (SMRF); (ii) impact of air emissions; and (iii) impacts due to coal shipment. Assessment showed air quality impacts would be within applicable standards and guidelines. There will be an increase in marine traffic due to coal transportation; however, if the recommended mitigation measures are followed, then the project will have a manageable and limited impact on the SMRF. There will be water quality degradation and coal dust accumulation in the riverbed at the coal trans-shipment point. An aquatic habitat of approximately 290 ha in size is recommended as compensation for degraded land in the study. © 2019, Springer Nature Switzerland AG.", Air quality; CALPUFF; Coal transportation; Environmental impact assessment; Fugitive coal dust; Sundarbans,1.0
